filepath,category,class,split
data\split\val\fruits\kiwi\Image_1_aug0.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_48_aug1_aug1.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_85_aug1_aug2.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_24_aug1_aug0.jpg,fruits,kiwi,val
data\split\val\fruits\kiwi\Image_1_aug1.jpg,fruits,kiwi,val
data\split\test\fruits\kiwi\Image_38_aug1.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_59_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_23.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_92_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_49_aug2_aug1.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_55_aug1_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_35_aug1.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_35_aug2.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_54_aug0_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_66_aug1.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_10_aug0_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_49_aug2_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_65_aug2_aug2.png,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_85_aug1.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_14_aug1_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_21_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_55_aug1_aug2.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_7_aug2_aug2.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_90.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_57_aug0_aug2.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_15_aug1_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_20.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_7_aug2_aug1.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_64_aug2.png,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_99_aug1.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_35_aug2_aug2.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_41_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_92_aug0_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_11_aug2_aug2.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_11_aug2.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_24_aug0_aug2.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_54_aug0_aug1.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_92_aug0_aug1.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_50_aug0_aug2.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_88_aug2.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_80.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_19_aug2_aug1.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_31_aug1.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_44_aug0_aug1.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_88.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_82_aug0_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_21_aug0_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_5_aug2.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_54.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_85_aug2.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_12_aug1_aug2.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_19_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_49_aug2_aug2.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_29_aug2_aug2.png,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_60_aug2.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_99.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_65_aug2.png,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_88_aug0_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_31_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_65_aug2_aug1.png,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_60_aug1.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_23_aug2_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_97_aug2.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_85_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_44_aug0.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_10_aug0_aug2.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_54_aug1.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_52.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_5.jpg,fruits,kiwi,test
data\split\test\fruits\kiwi\Image_89.jpg,fruits,kiwi,test
data\split\train\fruits\lemon\Image_45_aug0.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_23_aug1_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_4_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_33_aug2.jpeg,fruits,lemon,train
data\split\train\fruits\lemon\Image_95_aug0.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_17.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_93_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_12_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_11_aug0_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_11_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_45_aug1.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_85_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_23_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_31_aug1_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_63_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_87_aug0.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_6_aug0_aug2.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_99_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_34_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_32_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_30_aug1_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_9_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_11_aug1_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_31_aug1_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_25_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_30_aug1_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_76_aug2_aug1.jpeg,fruits,lemon,train
data\split\train\fruits\lemon\Image_55_aug0_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_16_aug2_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_55_aug0_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_3.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_95_aug2_aug1.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_41_aug2_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_94_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_56_aug0_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_37_aug0_aug1.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_44_aug1_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_48_aug2_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_85_aug2_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_8_aug0_aug1.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_80_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_54_aug0_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_43_aug1.jpeg,fruits,lemon,train
data\split\train\fruits\lemon\Image_54_aug0_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_71_aug0_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_85_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_60_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_13_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_12.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_76_aug2_aug2.jpeg,fruits,lemon,train
data\split\train\fruits\lemon\Image_69_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_6_aug0_aug0.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_36_aug0.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_17_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_56_aug0_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_74_aug0_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_48_aug2_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_34_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_39_aug0.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_95_aug2.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_37_aug0.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_93_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_47_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_95_aug2_aug0.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_47_aug0_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_9_aug1_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_84_aug0_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_44_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_100_aug2_aug0.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_43_aug1_aug2.jpeg,fruits,lemon,train
data\split\train\fruits\lemon\Image_84_aug0_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_24_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_75_aug1_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_4_aug1_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_69_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_4_aug1_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_84.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_13_aug1_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_24_aug0_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_41_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_60_aug2_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_24_aug0_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_43_aug0_aug0.jpeg,fruits,lemon,train
data\split\train\fruits\lemon\Image_17_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_43_aug1_aug0.jpeg,fruits,lemon,train
data\split\train\fruits\lemon\Image_52_aug1_aug2.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_84_aug0_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_9_aug2_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_56_aug0_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_37_aug1_aug0.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_24_aug2_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_90_aug2_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_33.jpeg,fruits,lemon,train
data\split\train\fruits\lemon\Image_1_aug0.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_37_aug0_aug2.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_4.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_39_aug1.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_85_aug2_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_9_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_87_aug0_aug0.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_1_aug2.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_23_aug1_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_84_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_47_aug0_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_10_aug2_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_85_aug1_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_32.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_6_aug2.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_4_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_74_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_37_aug1.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_75_aug1_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_47_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_32_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_37_aug1_aug1.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_74_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_90_aug2_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_71_aug0_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_85_aug0_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_90_aug2_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_3_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_45_aug2.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_3_aug0_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_70_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_70_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_99_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_25_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_13_aug1_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_77_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_98_aug2_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_99_aug0_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_63_aug2_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_76_aug2_aug0.jpeg,fruits,lemon,train
data\split\train\fruits\lemon\Image_43_aug1_aug1.jpeg,fruits,lemon,train
data\split\train\fruits\lemon\Image_10_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_12_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_80_aug0_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_33_aug0.jpeg,fruits,lemon,train
data\split\train\fruits\lemon\Image_34_aug0_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_21_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_74_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_97_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_11_aug1_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_97_aug2_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_54_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_10_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_49_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_11_aug1_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_99_aug0_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_63_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_37_aug1_aug2.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_74_aug0_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_33_aug1.jpeg,fruits,lemon,train
data\split\train\fruits\lemon\Image_41_aug2_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_7_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_90_aug0_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_71_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_11.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_24_aug2_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_10_aug2_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_61_aug1.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_85_aug1_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_74.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_43_aug0_aug2.jpeg,fruits,lemon,train
data\split\train\fruits\lemon\Image_47.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_84_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_63_aug0_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_39_aug2.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_3_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_96_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_11_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_55_aug0_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_6_aug2_aug2.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_90_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_3_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_99_aug0_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_43_aug0.jpeg,fruits,lemon,train
data\split\train\fruits\lemon\Image_94_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_95_aug1.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_2_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_7_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_47_aug0_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_63_aug0_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_60_aug2_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_80_aug0_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_58_aug0_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_70_aug1_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_31_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_63_aug0_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_94_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_25.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_70_aug2_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_30_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_6_aug0.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_85_aug0_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_99.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_16_aug2_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_4_aug1_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_11_aug0_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_21_aug0_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_7.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_52_aug1_aug0.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_80.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_58_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_96_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_63_aug2_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_9_aug2_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_77_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_48_aug2_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_21_aug0_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_74_aug1_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_98_aug2_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_49_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_74_aug1_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_13_aug1_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_39.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_54_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_70_aug2_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_24_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_97_aug2_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_24_aug0_aug2.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_52_aug1_aug1.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_74_aug1_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_85_aug1.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_75_aug1_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_8_aug0.png,fruits,lemon,train
data\split\train\fruits\lemon\Image_10_aug2_aug0.jpg,fruits,lemon,train
data\split\train\fruits\lemon\Image_36_aug0_aug2.png,fruits,lemon,train
data\split\val\fruits\lemon\Image_44_aug1_aug1.jpg,fruits,lemon,val
data\split\val\fruits\lemon\Image_25_aug0.jpg,fruits,lemon,val
data\split\val\fruits\lemon\Image_80_aug1.jpg,fruits,lemon,val
data\split\val\fruits\lemon\Image_93_aug2.jpg,fruits,lemon,val
data\split\val\fruits\lemon\Image_70_aug1_aug0.jpg,fruits,lemon,val
data\split\val\fruits\lemon\Image_32_aug2.jpg,fruits,lemon,val
data\split\val\fruits\lemon\Image_54_aug0_aug1.jpg,fruits,lemon,val
data\split\val\fruits\lemon\Image_54.jpg,fruits,lemon,val
data\split\val\fruits\lemon\Image_70_aug1_aug2.jpg,fruits,lemon,val
data\split\val\fruits\lemon\Image_96_aug1.jpg,fruits,lemon,val
data\split\val\fruits\lemon\Image_85_aug2_aug2.jpg,fruits,lemon,val
data\split\val\fruits\lemon\Image_36_aug0_aug1.png,fruits,lemon,val
data\split\val\fruits\lemon\Image_61_aug0.png,fruits,lemon,val
data\split\val\fruits\lemon\Image_90_aug0_aug0.jpg,fruits,lemon,val
data\split\val\fruits\lemon\Image_90_aug0_aug2.jpg,fruits,lemon,val
data\split\val\fruits\lemon\Image_95.png,fruits,lemon,val
data\split\val\fruits\lemon\Image_98_aug2.jpg,fruits,lemon,val
data\split\val\fruits\lemon\Image_100_aug2_aug2.png,fruits,lemon,val
data\split\val\fruits\lemon\Image_63_aug2_aug1.jpg,fruits,lemon,val
data\split\val\fruits\lemon\Image_24_aug2_aug1.jpg,fruits,lemon,val
data\split\val\fruits\lemon\Image_87_aug0_aug2.png,fruits,lemon,val
data\split\val\fruits\lemon\Image_41_aug2_aug0.jpg,fruits,lemon,val
data\split\val\fruits\lemon\Image_23_aug1_aug2.jpg,fruits,lemon,val
data\split\val\fruits\lemon\Image_7_aug0.jpg,fruits,lemon,val
